Timestamp,Device_ID,Device_Type,Parameter_Changed,New_Value,Trigger_Source
2026-03-10 19:37:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-10 19:38:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-10 20:10:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-03-10 22:26:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-03-10 22:27:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-10 22:44:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-10 23:08:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-10 23:10:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-10 23:11:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-11 07:08:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-11 07:09:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-11 07:10:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-03-11 07:31:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-03-11 08:00:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-11 08:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-11 08:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-11 19:43:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-11 19:44:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-11 19:45:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-11 19:46:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-11 20:01:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-11 22:27:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-11 22:28:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-11 22:40:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-11 22:48:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-11 22:50:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-11 22:51:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-12 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-12 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-12 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-12 07:21:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-03-12 07:50:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-12 07:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-03-12 08:52:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-12 19:15:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-12 19:16:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-12 19:17:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-12 19:18:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-12 20:00:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-12 22:37:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-12 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-12 22:52:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-12 23:08:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-12 23:10:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-12 23:11:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-13 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,21,Human
2026-03-13 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-13 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-13 07:38:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-03-13 08:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-13 08:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-03-13 09:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-13 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-03-13 19:15:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-13 19:16:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-03-13 19:17:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-03-13 19:18:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-13 19:49:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-13 22:17:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-13 22:18:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-13 22:36:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-13 22:45:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-13 22:47:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-13 22:48:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-14 08:52:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-03-14 08:53:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Standard,Human
2026-03-14 14:24:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,20,Human
2026-03-14 14:25:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-14 19:29:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-14 19:30:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-14 19:31:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-03-14 19:32:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-14 22:20:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-03-14 22:21:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-14 22:54:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-14 23:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-14 23:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-14 23:17:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-15 14:47:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,20,Human
2026-03-15 14:48:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-15 19:22:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-15 19:23:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-03-15 19:24:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-15 19:25:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-15 22:40:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-15 22:40:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-15 22:41:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-15 23:08:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-15 23:10:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-15 23:11:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-16 06:52:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-16 06:53:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-16 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-16 07:26:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-03-16 07:57:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-16 07:58:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-03-16 09:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-16 19:31:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-16 19:32:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,65,Human
2026-03-16 19:33:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-16 19:34:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-16 20:00:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-16 22:35:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-16 22:36:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-16 22:42:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-16 22:56:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-16 22:58:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-16 22:59:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-17 07:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-17 07:01:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-17 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-03-17 07:26:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-03-17 08:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-17 08:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-17 08:53:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-17 19:07:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-17 19:08:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-03-17 19:09:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-17 19:10:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-17 19:51:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-17 22:26:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-03-17 22:27:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-17 22:45:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-17 23:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-17 23:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-17 23:17:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-18 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,21,Human
2026-03-18 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-18 06:58:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-03-18 07:31:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-03-18 07:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-18 07:52:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-18 09:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-18 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-03-18 19:54:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-18 19:55:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,65,Human
2026-03-18 19:56:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-03-18 19:57:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-18 20:04:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-18 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-03-18 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-18 22:53:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-18 23:12:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-18 23:14:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-18 23:15:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-19 06:53:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-03-19 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-19 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-03-19 07:34:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-03-19 07:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-19 07:55:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-19 08:55:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-19 19:33:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-19 19:34:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-03-19 19:35:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-19 19:36:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-19 19:54:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-19 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-19 22:40:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-03-19 22:41:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-19 22:58:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-19 23:00:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-19 23:01:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-20 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-20 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-20 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-20 07:34:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-03-20 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-20 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-20 08:56:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-20 19:24:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-20 19:25:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,65,Human
2026-03-20 19:26:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-03-20 19:27:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-20 19:45:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-20 22:31:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-20 22:32:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-20 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-20 22:50:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-20 22:52:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-20 22:53:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-21 08:57:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-03-21 08:58:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Standard,Human
2026-03-21 14:11:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-21 14:12:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-21 19:19:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-21 19:20:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-03-21 19:21:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-21 19:22:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-21 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-21 22:26:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-21 22:38:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-21 23:12:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-21 23:14:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-21 23:15:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-22 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-03-22 14:34:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-22 14:35:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-22 19:48:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-22 19:49:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-03-22 19:50:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-22 19:51:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-22 22:15:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-03-22 22:16:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-22 22:52:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-22 23:13:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-22 23:15:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-22 23:16:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-23 06:48:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-23 06:49:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-23 06:50:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-03-23 07:24:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-03-23 08:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-23 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-03-23 08:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-23 19:50:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-23 19:51:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-03-23 19:52:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-03-23 19:53:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-23 19:57:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-23 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-23 22:39:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-23 22:54:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-23 22:55:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-23 22:57:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-23 22:58:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-24 06:48:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-03-24 06:49:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-24 06:50:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-03-24 07:38:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-03-24 08:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-24 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-03-24 09:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-24 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-03-24 19:32:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-24 19:33:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-03-24 19:34:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-24 19:35:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-24 19:49:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-03-24 22:30:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-03-24 22:31:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-24 22:36:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-24 22:47:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-24 22:49:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-24 22:50:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-25 07:08:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-25 07:09:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-25 07:10:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-25 07:27:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-03-25 08:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-25 08:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-25 08:57:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-25 19:40:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-25 19:41:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-03-25 19:42:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-03-25 19:43:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-25 19:57:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-03-25 22:42:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-25 22:43:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-25 22:53:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-25 23:04:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-25 23:06:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-25 23:07:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-26 07:10:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-26 07:11:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-26 07:12:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-26 07:30:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-03-26 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-26 08:04:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-26 09:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-26 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-03-26 19:21:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-26 19:22:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-26 19:23:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-03-26 19:24:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-26 19:52:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-26 22:17:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-03-26 22:18:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-26 22:39:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-26 22:46:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-26 22:48:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-26 22:49:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-27 07:11:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-27 07:12:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-27 07:13:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-27 07:24:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-03-27 08:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-27 08:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-03-27 08:56:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-27 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
